time_s,q_in,cod_true,cod_slow_measure,true_oxygen_load,rf_predicted_load,do_cascade,do_conventional_ff,do_rf_ff,air_sp_cascade,air_sp_conventional_ff,air_sp_rf_ff,blower_u_cascade,blower_u_conventional_ff,blower_u_rf_ff
1255.5,1.200000,1.400000,1.149409,0.957251,0.933182,1.821986,1.817185,1.850719,0.640411,0.679289,0.791310,0.643823,0.691623,0.774836
1256.0,1.200000,1.400000,1.150453,0.957247,0.932964,1.821690,1.816817,1.851945,0.640417,0.679701,0.790756,0.643568,0.691898,0.774512
1256.5,1.200000,1.400000,1.151493,0.957243,0.932755,1.821406,1.816461,1.853186,0.640413,0.680108,0.790211,0.643284,0.692163,0.774199
1257.0,1.200000,1.400000,1.152528,0.957239,0.932555,1.821133,1.816115,1.854442,0.640400,0.680510,0.789674,0.642976,0.692418,0.773895
1257.5,1.200000,1.400000,1.153559,0.957235,0.932363,1.820872,1.815781,1.855711,0.640377,0.680907,0.789143,0.642648,0.692664,0.773595
1258.0,1.200000,1.400000,1.154586,0.957231,0.932179,1.820624,1.815458,1.856995,0.640345,0.681299,0.788618,0.642302,0.692904,0.773298
1258.5,1.200000,1.400000,1.155609,0.957226,0.932003,1.820387,1.815146,1.858291,0.640305,0.681686,0.788099,0.641942,0.693136,0.773000
1259.0,1.200000,1.400000,1.156627,0.957222,0.931834,1.820162,1.814846,1.859600,0.640255,0.682069,0.787585,0.641570,0.693364,0.772701
1259.5,1.200000,1.400000,1.157641,0.957218,0.931673,1.819949,1.814557,1.860922,0.640197,0.682447,0.787076,0.641189,0.693586,0.772398
1260.0,1.200000,1.400000,1.158651,0.957214,0.931518,1.819748,1.814279,1.862254,0.640130,0.682821,0.786572,0.640800,0.693805,0.772090
1260.5,1.200000,1.400000,1.159656,0.957209,0.931369,1.819560,1.814011,1.863598,0.640056,0.683190,0.786071,0.640405,0.694020,0.771777
1261.0,1.200000,1.400000,1.160658,0.957205,0.931227,1.819373,1.813748,1.864949,0.639973,0.683590,0.785581,0.640006,0.694385,0.771487
1261.5,1.200000,1.400000,1.161655,0.957201,0.931090,1.819180,1.813488,1.866306,0.640306,0.684043,0.785134,0.641423,0.694980,0.771360
1262.0,1.200000,1.400000,1.162648,0.957197,0.930959,1.818973,1.813229,1.867666,0.640976,0.684538,0.784730,0.644191,0.695744,0.771382
1262.5,1.200000,1.400000,1.163637,0.957193,0.930834,1.818749,1.812970,1.869025,0.641918,0.685066,0.784366,0.647919,0.696626,0.771535
1263.0,1.200000,1.400000,1.164622,0.957188,0.930714,1.818502,1.812708,1.870383,0.643070,0.685620,0.784043,0.652283,0.697583,0.771804
1263.5,1.200000,1.400000,1.165603,0.957184,0.930599,1.818231,1.812443,1.871736,0.644384,0.686192,0.783756,0.657018,0.698582,0.772169
1264.0,1.200000,1.400000,1.166579,0.957180,0.930489,1.817934,1.812175,1.873083,0.645814,0.686778,0.783505,0.661909,0.699595,0.772616
1264.5,1.200000,1.400000,1.167552,0.957175,0.930383,1.817610,1.811903,1.874422,0.647324,0.687371,0.783285,0.666788,0.700599,0.773126
1265.0,1.200000,1.400000,1.168521,0.957171,0.930282,1.817258,1.811628,1.875752,0.648883,0.687969,0.783096,0.671523,0.701578,0.773686
1265.5,1.200000,1.400000,1.169485,0.957167,0.930185,1.816880,1.811348,1.877071,0.650465,0.688567,0.782933,0.676015,0.702520,0.774280
1266.0,1.200000,1.400000,1.170446,0.957162,0.930092,1.816476,1.811066,1.878378,0.652047,0.689163,0.782794,0.680192,0.703414,0.774896
1266.5,1.200000,1.400000,1.171402,0.957158,0.930002,1.816047,1.810780,1.879673,0.653613,0.689754,0.782678,0.684007,0.704255,0.775521
1267.0,1.200000,1.400000,1.172355,0.957154,0.929917,1.815594,1.810492,1.880954,0.655149,0.690339,0.782580,0.687428,0.705039,0.776147
1267.5,1.200000,1.400000,1.173303,0.957149,0.929835,1.815119,1.810203,1.882221,0.656643,0.690916,0.782500,0.690444,0.705766,0.776762
1268.0,1.200000,1.400000,1.174248,0.957145,0.929705,1.814623,1.809911,1.883472,0.658087,0.691484,0.782420,0.693052,0.706434,0.777302
1268.5,1.200000,1.400000,1.175188,0.957141,0.929580,1.814109,1.809619,1.884709,0.659475,0.692042,0.782354,0.695262,0.707046,0.777825
1269.0,1.200000,1.400000,1.176125,0.957136,0.929460,1.813578,1.809327,1.885930,0.660804,0.692590,0.782299,0.697090,0.707603,0.778325
1269.5,1.200000,1.400000,1.177058,0.957132,0.929345,1.813032,1.809035,1.887136,0.662070,0.693127,0.782252,0.698560,0.708110,0.778797
1270.0,1.200000,1.400000,1.177987,0.957128,0.929235,1.812473,1.808744,1.888326,0.663273,0.693654,0.782214,0.699696,0.708569,0.779236
1270.5,1.200000,1.400000,1.178912,0.957123,0.929130,1.811902,1.808454,1.889500,0.664414,0.694170,0.782181,0.700530,0.708985,0.779642
1271.0,1.200000,1.400000,1.179833,0.957119,0.929028,1.811322,1.808167,1.890659,0.665492,0.694676,0.782153,0.701091,0.709363,0.780010
1271.5,1.200000,1.400000,1.180750,0.957114,0.928932,1.810733,1.807882,1.891802,0.666510,0.695171,0.782128,0.701412,0.709705,0.780341
1272.0,1.200000,1.400000,1.181664,0.957110,0.928839,1.810137,1.807600,1.892930,0.667471,0.695657,0.782106,0.701524,0.710018,0.780634
1272.5,1.200000,1.400000,1.182574,0.957105,0.928750,1.809536,1.807322,1.894043,0.668377,0.696133,0.782084,0.701458,0.710304,0.780888
1273.0,1.200000,1.400000,1.183480,0.957101,0.928665,1.808930,1.807047,1.895141,0.669232,0.696600,0.782064,0.701243,0.710568,0.781105
1273.5,1.200000,1.400000,1.184382,0.957096,0.927938,1.808322,1.806777,1.896225,0.670038,0.697058,0.781875,0.700907,0.710814,0.780564
1274.0,1.200000,1.400000,1.185280,0.957092,0.927241,1.807711,1.806511,1.897294,0.670800,0.697509,0.781692,0.700477,0.711045,0.780071
1274.5,1.200000,1.400000,1.186175,0.957088,0.926128,1.807100,1.806250,1.898350,0.671521,0.697951,0.781399,0.699976,0.711265,0.779123
1275.0,1.200000,1.400000,1.187066,0.957083,0.925062,1.806489,1.805995,1.899393,0.672205,0.698387,0.781116,0.699427,0.711476,0.778269
1275.5,1.200000,1.400000,1.187953,0.957079,0.924040,1.805878,1.805744,1.900423,0.672855,0.698816,0.780841,0.698849,0.711681,0.777501
1276.0,1.200000,1.400000,1.188836,0.957074,0.923061,1.805269,1.805500,1.901440,0.673475,0.699239,0.780575,0.698260,0.711884,0.776809
1276.5,1.200000,1.400000,1.189716,0.957070,0.922122,1.804661,1.805261,1.902445,0.674069,0.699656,0.780315,0.697675,0.712084,0.776187
1277.0,1.200000,1.400000,1.190593,0.957065,0.921223,1.804056,1.805028,1.903438,0.674639,0.700068,0.780064,0.697108,0.712286,0.775631
1277.5,1.200000,1.400000,1.191465,0.957061,0.920361,1.803454,1.804801,1.904419,0.675189,0.700475,0.779820,0.696570,0.712490,0.775135
1278.0,1.200000,1.400000,1.192334,0.957056,0.919535,1.802856,1.804580,1.905389,0.675721,0.700878,0.779583,0.696071,0.712697,0.774693
1278.5,1.200000,1.400000,1.193199,0.957051,0.918744,1.802260,1.804365,1.906348,0.676239,0.701277,0.779352,0.695619,0.712908,0.774299
1279.0,1.200000,1.400000,1.194061,0.957047,0.917985,1.801669,1.804156,1.907297,0.676744,0.701672,0.779128,0.695220,0.713125,0.773947
1279.5,1.200000,1.400000,1.194919,0.957042,0.917258,1.801081,1.803954,1.908235,0.677239,0.702064,0.778909,0.694879,0.713349,0.773634
1280.0,1.200000,1.400000,1.195773,0.957038,0.916561,1.800497,1.803758,1.909162,0.677727,0.702452,0.778696,0.694600,0.713578,0.773354
1280.5,1.200000,1.400000,1.196624,0.957033,0.915861,1.799918,1.803568,1.910080,0.678208,0.702838,0.778481,0.694385,0.713815,0.773072
1281.0,1.200000,1.400000,1.197472,0.957029,0.915189,1.799342,1.803384,1.910988,0.678686,0.703222,0.778273,0.694235,0.714059,0.772832
1281.5,1.200000,1.400000,1.198316,0.957024,0.914546,1.798771,1.803206,1.911885,0.679161,0.703603,0.778073,0.694151,0.714310,0.772630
1282.0,1.200000,1.400000,1.199156,0.957019,0.913929,1.798204,1.803035,1.912773,0.679635,0.703982,0.777882,0.694133,0.714568,0.772466
1282.5,1.200000,1.400000,1.199993,0.957015,0.913338,1.797641,1.802869,1.913651,0.680110,0.704359,0.777699,0.694178,0.714833,0.772334
1283.0,1.200000,1.400000,1.200826,0.957010,0.912772,1.797081,1.802710,1.914519,0.680585,0.704734,0.777523,0.694287,0.715105,0.772230
1283.5,1.200000,1.400000,1.201656,0.957006,0.912230,1.796526,1.802556,1.915378,0.681063,0.705108,0.777353,0.694457,0.715384,0.772149
1284.0,1.200000,1.400000,1.202483,0.957001,0.911709,1.795974,1.802408,1.916227,0.681544,0.705480,0.777190,0.694685,0.715669,0.772088
1284.5,1.200000,1.400000,1.203306,0.956996,0.911211,1.795426,1.802266,1.917067,0.682029,0.705851,0.777033,0.694969,0.715960,0.772042
1285.0,1.200000,1.400000,1.204125,0.956992,0.910733,1.794882,1.802130,1.917898,0.682519,0.706220,0.776882,0.695305,0.716256,0.772010
1285.5,1.200000,1.400000,1.204941,0.956987,0.910276,1.794340,1.801999,1.918719,0.683013,0.706588,0.776736,0.695692,0.716558,0.771989
1286.0,1.200000,1.400000,1.205754,0.956982,0.909837,1.793802,1.801874,1.919532,0.683513,0.706955,0.776594,0.696124,0.716864,0.771976
1286.5,1.200000,1.400000,1.206563,0.956978,0.909417,1.793267,1.801754,1.920335,0.684019,0.707321,0.776457,0.696600,0.717174,0.771970
1287.0,1.200000,1.400000,1.207369,0.956973,0.909014,1.792734,1.801640,1.921130,0.684531,0.707686,0.776325,0.697116,0.717489,0.771970
1287.5,1.200000,1.400000,1.208172,0.956968,0.908628,1.792204,1.801531,1.921916,0.685049,0.708050,0.776197,0.697669,0.717806,0.771973
1288.0,1.200000,1.400000,1.208971,0.956964,0.908258,1.791677,1.801427,1.922694,0.685573,0.708413,0.776072,0.698256,0.718127,0.771980
1288.5,1.200000,1.400000,1.209767,0.956959,0.907903,1.791152,1.801328,1.923464,0.686104,0.708775,0.775952,0.698873,0.718451,0.771989
1289.0,1.200000,1.400000,1.210560,0.956954,0.907563,1.790628,1.801234,1.924225,0.686642,0.709137,0.775835,0.699518,0.718776,0.771999
1289.5,1.200000,1.400000,1.211349,0.956949,0.907238,1.790107,1.801145,1.924978,0.687186,0.709497,0.775722,0.700189,0.719104,0.772011
1290.0,1.200000,1.400000,1.212135,0.956945,0.906926,1.789588,1.801061,1.925723,0.687737,0.709856,0.775612,0.700881,0.719433,0.772024
1290.5,1.200000,1.400000,1.212918,0.956940,0.906626,1.789070,1.800981,1.926460,0.688294,0.710214,0.775505,0.701594,0.719763,0.772037
1291.0,1.200000,1.400000,1.213698,0.956935,0.906340,1.788554,1.800906,1.927190,0.688858,0.710572,0.775402,0.702324,0.720094,0.772051
1291.5,1.200000,1.400000,1.214474,0.956930,0.906065,1.788039,1.800836,1.927912,0.689428,0.710928,0.775302,0.703070,0.720422,0.772065
1292.0,1.200000,1.400000,1.215247,0.956926,0.905802,1.787528,1.800771,1.928626,0.689977,0.711280,0.775204,0.703712,0.720740,0.772073
1292.5,1.200000,1.400000,1.216017,0.956921,0.905550,1.787020,1.800711,1.929333,0.690486,0.711628,0.775107,0.704172,0.721046,0.772073
1293.0,1.200000,1.400000,1.216783,0.956916,0.905196,1.786519,1.800656,1.930034,0.690940,0.711972,0.774981,0.704406,0.721336,0.771937
1293.5,1.200000,1.400000,1.217547,0.956911,0.904857,1.786025,1.800606,1.930728,0.691332,0.712310,0.774855,0.704394,0.721611,0.771802
1294.0,1.200000,1.400000,1.218307,0.956907,0.904532,1.785540,1.800562,1.931415,0.691657,0.712642,0.774729,0.704137,0.721870,0.771665
1294.5,1.200000,1.400000,1.219064,0.956902,0.904221,1.785066,1.800524,1.932097,0.691914,0.712970,0.774603,0.703648,0.722114,0.771524
1295.0,1.200000,1.400000,1.219818,0.956897,0.903923,1.784603,1.800492,1.932774,0.692106,0.713292,0.774476,0.702952,0.722344,0.771378
1295.5,1.200000,1.400000,1.220569,0.956892,0.903637,1.784154,1.800466,1.933445,0.692235,0.713608,0.774347,0.702079,0.722564,0.771226
1296.0,1.200000,1.400000,1.221316,0.956887,0.903363,1.783719,1.800446,1.934111,0.692308,0.713920,0.774216,0.701063,0.722773,0.771068
1296.5,1.200000,1.400000,1.222061,0.956882,0.903100,1.783299,1.800432,1.934773,0.692329,0.714228,0.774084,0.699940,0.722975,0.770903
1297.0,1.200000,1.400000,1.222802,0.956878,0.902849,1.782895,1.800424,1.935431,0.692305,0.714531,0.773950,0.698745,0.723172,0.770732
1297.5,1.200000,1.400000,1.223540,0.956873,0.902608,1.782508,1.800423,1.936085,0.692244,0.714830,0.773814,0.697511,0.723364,0.770556
1298.0,1.200000,1.400000,1.224276,0.956868,0.902377,1.782138,1.800428,1.936736,0.692151,0.715127,0.773676,0.696270,0.723554,0.770374
1298.5,1.200000,1.400000,1.225008,0.956863,0.902155,1.781785,1.800440,1.937383,0.692034,0.715420,0.773536,0.695050,0.723744,0.770189
1299.0,1.200000,1.400000,1.225737,0.956858,0.901943,1.781449,1.800458,1.938027,0.691899,0.715710,0.773395,0.693874,0.723935,0.770003
1299.5,1.200000,1.400000,1.226463,0.956853,0.901740,1.781131,1.800482,1.938669,0.691752,0.715999,0.773253,0.692765,0.724127,0.769814
1300.0,1.200000,1.400000,1.227186,0.956848,0.901545,1.780830,1.800513,1.939308,0.691598,0.716285,0.773110,0.691739,0.724323,0.769626
1300.5,1.200000,1.400000,1.227906,0.956843,0.901358,1.780545,1.800550,1.939944,0.691443,0.716569,0.772966,0.690809,0.724522,0.769437
1301.0,1.200000,1.400000,1.228623,0.956839,0.901179,1.780278,1.800593,1.940578,0.691291,0.716852,0.772821,0.689985,0.724725,0.769249
1301.5,1.200000,1.400000,1.229337,0.956834,0.901007,1.780026,1.800642,1.941211,0.691145,0.717134,0.772675,0.689276,0.724934,0.769063
1302.0,1.200000,1.400000,1.230048,0.956829,0.900843,1.779789,1.800696,1.941841,0.691010,0.717415,0.772529,0.688683,0.725146,0.768879
1302.5,1.200000,1.400000,1.230757,0.956824,0.900685,1.779568,1.800757,1.942469,0.690887,0.717695,0.772383,0.688208,0.725364,0.768699
1303.0,1.200000,1.400000,1.231462,0.956819,0.900534,1.779361,1.800823,1.943096,0.690780,0.717974,0.772237,0.687851,0.725587,0.768521
1303.5,1.200000,1.400000,1.232164,0.956814,0.900390,1.779167,1.800895,1.943720,0.690689,0.718252,0.772091,0.687609,0.725815,0.768348
1304.0,1.200000,1.400000,1.232863,0.956809,0.900251,1.778987,1.800972,1.944343,0.690616,0.718530,0.771950,0.687475,0.726047,0.768198
1304.5,1.200000,1.400000,1.233560,0.956804,0.900118,1.778819,1.801055,1.944963,0.690562,0.718807,0.771813,0.687445,0.726283,0.768068
1305.0,1.200000,1.400000,1.234253,0.956799,0.899991,1.778663,1.801143,1.945580,0.690528,0.719084,0.771683,0.687512,0.726524,0.767967
1305.5,1.200000,1.400000,1.234944,0.956794,0.899869,1.778518,1.801236,1.946194,0.690513,0.719360,0.771559,0.687666,0.726768,0.767891
1306.0,1.200000,1.400000,1.235632,0.956789,0.899752,1.778384,1.801333,1.946805,0.690517,0.719636,0.771440,0.687900,0.727015,0.767834
1306.5,1.200000,1.400000,1.236316,0.956784,0.899640,1.778259,1.801436,1.947413,0.690541,0.719912,0.771327,0.688205,0.727264,0.767793
1307.0,1.200000,1.400000,1.236998,0.956779,0.899532,1.778145,1.801543,1.948017,0.690582,0.720186,0.771218,0.688572,0.727516,0.767763
1307.5,1.200000,1.400000,1.237678,0.956774,0.899429,1.778039,1.801655,1.948617,0.690642,0.720461,0.771113,0.688992,0.727769,0.767743
1308.0,1.200000,1.400000,1.238354,0.956769,0.899331,1.777941,1.801772,1.949214,0.690718,0.720735,0.771011,0.689456,0.728023,0.767729
1308.5,1.200000,1.400000,1.239027,0.956764,0.899236,1.777851,1.801893,1.949807,0.690810,0.721008,0.770913,0.689955,0.728278,0.767720
1309.0,1.200000,1.400000,1.239698,0.956759,0.899146,1.777769,1.802018,1.950396,0.690916,0.721280,0.770817,0.690481,0.728534,0.767713
1309.5,1.200000,1.400000,1.240366,0.956754,0.899059,1.777694,1.802148,1.950982,0.691036,0.721552,0.770723,0.691027,0.728789,0.767707
1310.0,1.200000,1.400000,1.241031,0.956749,0.898976,1.777626,1.802281,1.951563,0.691167,0.721823,0.770632,0.691586,0.729043,0.767700
1310.5,1.200000,1.400000,1.241694,0.956744,0.898896,1.777564,1.802419,1.952141,0.691309,0.722093,0.770543,0.692150,0.729297,0.767692
1311.0,1.200000,1.400000,1.242353,0.956739,0.898820,1.777509,1.802561,1.952715,0.691461,0.722363,0.770455,0.692714,0.729550,0.767683
1311.5,1.200000,1.400000,1.243010,0.956734,0.898746,1.777459,1.802707,1.953284,0.691620,0.722631,0.770369,0.693272,0.729801,0.767672
1312.0,1.200000,1.400000,1.243664,0.956729,0.898676,1.777415,1.802857,1.953850,0.691787,0.722898,0.770284,0.693819,0.730051,0.767657
1312.5,1.200000,1.400000,1.244316,0.956724,0.898609,1.777377,1.803010,1.954412,0.691960,0.723164,0.770200,0.694352,0.730298,0.767639
1313.0,1.200000,1.400000,1.244964,0.956719,0.898544,1.777344,1.803168,1.954971,0.692137,0.723429,0.770116,0.694867,0.730544,0.767616
1313.5,1.200000,1.400000,1.245610,0.956714,0.898483,1.777316,1.803329,1.955525,0.692317,0.723693,0.770034,0.695360,0.730787,0.767588
1314.0,1.200000,1.400000,1.246254,0.956709,0.898423,1.777294,1.803494,1.956076,0.692500,0.723956,0.769951,0.695829,0.731028,0.767555
1314.5,1.200000,1.400000,1.246894,0.956704,0.898367,1.777276,1.803663,1.956624,0.692684,0.724217,0.769869,0.696271,0.731266,0.767517
1315.0,1.200000,1.400000,1.247532,0.956698,0.898312,1.777264,1.803835,1.957168,0.692869,0.724477,0.769787,0.696687,0.731501,0.767475
1315.5,1.200000,1.400000,1.248167,0.956693,0.898260,1.777257,1.804011,1.957708,0.693053,0.724736,0.769706,0.697073,0.731734,0.767427
1316.0,1.200000,1.400000,1.248800,0.956688,0.898210,1.777254,1.804190,1.958245,0.693237,0.724993,0.769624,0.697430,0.731964,0.767375
1316.5,1.200000,1.400000,1.249430,0.956683,0.898162,1.777256,1.804373,1.958779,0.693418,0.725249,0.769542,0.697757,0.732191,0.767318
1317.0,1.200000,1.400000,1.250057,0.956678,0.898117,1.777264,1.804559,1.959309,0.693597,0.725503,0.769460,0.698054,0.732416,0.767257
1317.5,1.200000,1.400000,1.250682,0.956673,0.898073,1.777276,1.804749,1.959837,0.693773,0.725756,0.769378,0.698320,0.732637,0.767192
1318.0,1.200000,1.400000,1.251304,0.956668,0.898031,1.777294,1.804943,1.960361,0.693945,0.726007,0.769296,0.698558,0.732856,0.767124
1318.5,1.200000,1.400000,1.251924,0.956663,0.897990,1.777316,1.805139,1.960882,0.694113,0.726257,0.769214,0.698767,0.733072,0.767052
1319.0,1.200000,1.400000,1.252541,0.956657,0.897952,1.777344,1.805340,1.961400,0.694276,0.726505,0.769131,0.698947,0.733286,0.766978
1319.5,1.200000,1.400000,1.253155,0.956652,0.897914,1.777377,1.805543,1.961915,0.694435,0.726752,0.769048,0.699101,0.733497,0.766900
1320.0,1.200000,1.400000,1.253767,0.956647,0.897879,1.777415,1.805750,1.962428,0.694589,0.726997,0.768965,0.699229,0.733705,0.766821
1320.5,1.200000,1.400000,1.254376,0.956642,0.897845,1.777459,1.805961,1.962937,0.694736,0.727240,0.768882,0.699332,0.733911,0.766739
1321.0,1.200000,1.400000,1.254983,0.956637,0.897812,1.777507,1.806174,1.963444,0.694879,0.727482,0.768799,0.699412,0.734115,0.766655
1321.5,1.200000,1.400000,1.255587,0.956631,0.897781,1.777562,1.806391,1.963949,0.695015,0.727722,0.768715,0.699469,0.734316,0.766569
1322.0,1.200000,1.400000,1.256189,0.956626,0.897751,1.777622,1.806612,1.964450,0.695145,0.727961,0.768631,0.699505,0.734515,0.766482
1322.5,1.200000,1.400000,1.256788,0.956621,0.897722,1.777687,1.806835,1.964949,0.695271,0.728198,0.768547,0.699530,0.734712,0.766394
1323.0,1.200000,1.400000,1.257385,0.956616,0.897695,1.777758,1.807062,1.965446,0.695396,0.728434,0.768463,0.699555,0.734908,0.766305
1323.5,1.200000,1.400000,1.257979,0.956611,0.897668,1.777834,1.807292,1.965940,0.695522,0.728668,0.768379,0.699596,0.735103,0.766219
1324.0,1.200000,1.400000,1.258571,0.956605,0.897643,1.777915,1.807525,1.966431,0.695653,0.728901,0.768297,0.699667,0.735296,0.766135
1324.5,1.200000,1.400000,1.259160,0.956600,0.897619,1.778000,1.807762,1.966920,0.695793,0.729133,0.768214,0.699781,0.735490,0.766054
1325.0,1.200000,1.400000,1.259747,0.956595,0.897596,1.778089,1.808001,1.967406,0.695946,0.729364,0.768133,0.699948,0.735683,0.765976
1325.5,1.200000,1.400000,1.260332,0.956590,0.897574,1.778182,1.808244,1.967889,0.696113,0.729594,0.768052,0.700178,0.735877,0.765899
1326.0,1.200000,1.400000,1.260914,0.956585,0.897552,1.778279,1.808489,1.968370,0.696297,0.729822,0.767972,0.700474,0.736071,0.765825
1326.5,1.200000,1.400000,1.261493,0.956579,0.897532,1.778377,1.808737,1.968849,0.696500,0.730050,0.767892,0.700841,0.736265,0.765753
1327.0,1.200000,1.400000,1.262070,0.956574,0.897512,1.778478,1.808989,1.969324,0.696723,0.730277,0.767814,0.701276,0.736460,0.765683
1327.5,1.200000,1.400000,1.262645,0.956569,0.897493,1.778580,1.809243,1.969797,0.696967,0.730503,0.767736,0.701778,0.736655,0.765616
1328.0,1.200000,1.400000,1.263217,0.956563,0.897475,1.778683,1.809499,1.970268,0.697231,0.730729,0.767659,0.702343,0.736850,0.765550
1328.5,1.200000,1.400000,1.263787,0.956558,0.897458,1.778787,1.809759,1.970735,0.697515,0.730953,0.767582,0.702963,0.737046,0.765487
1329.0,1.200000,1.400000,1.264355,0.956553,0.897442,1.778891,1.810021,1.971200,0.697819,0.731177,0.767507,0.703632,0.737241,0.765426
1329.5,1.200000,1.400000,1.264920,0.956548,0.897426,1.778994,1.810286,1.971663,0.698141,0.731399,0.767432,0.704342,0.737436,0.765366
1330.0,1.200000,1.400000,1.265483,0.956542,0.897411,1.779096,1.810553,1.972122,0.698480,0.731621,0.767358,0.705084,0.737631,0.765308
1330.5,1.200000,1.400000,1.266043,0.956537,0.897396,1.779197,1.810823,1.972579,0.698834,0.731842,0.767285,0.705848,0.737826,0.765252
1331.0,1.200000,1.400000,1.266601,0.956532,0.897382,1.779297,1.811095,1.973033,0.699201,0.732062,0.767213,0.706625,0.738020,0.765197
1331.5,1.200000,1.400000,1.267157,0.956526,0.897369,1.779396,1.811370,1.973485,0.699580,0.732280,0.767142,0.707408,0.738213,0.765144
1332.0,1.200000,1.400000,1.267711,0.956521,0.897356,1.779492,1.811647,1.973933,0.699969,0.732498,0.767071,0.708186,0.738404,0.765092
1332.5,1.200000,1.400000,1.268262,0.956516,0.897344,1.779587,1.811926,1.974379,0.700365,0.732715,0.767001,0.708954,0.738595,0.765040
1333.0,1.200000,1.400000,1.268811,0.956510,0.897332,1.779679,1.812208,1.974822,0.700766,0.732931,0.766932,0.709704,0.738784,0.764990
1333.5,1.200000,1.400000,1.269357,0.956505,0.897321,1.779770,1.812492,1.975262,0.701172,0.733145,0.766863,0.710429,0.738972,0.764940
1334.0,1.200000,1.400000,1.269902,0.956500,0.897310,1.779859,1.812779,1.975700,0.701579,0.733359,0.766795,0.711126,0.739158,0.764891
1334.5,1.200000,1.400000,1.270444,0.956494,0.897300,1.779945,1.813068,1.976134,0.701987,0.733571,0.766728,0.711788,0.739342,0.764841
1335.0,1.200000,1.400000,1.270984,0.956489,0.897290,1.780030,1.813359,1.976566,0.702393,0.733782,0.766660,0.712413,0.739525,0.764791
1335.5,1.200000,1.400000,1.271521,0.956484,0.897280,1.780113,1.813652,1.976995,0.702797,0.733991,0.766593,0.712999,0.739705,0.764740
1336.0,1.200000,1.400000,1.272057,0.956478,0.897271,1.780195,1.813947,1.977422,0.703197,0.734200,0.766526,0.713543,0.739884,0.764687
1336.5,1.200000,1.400000,1.272590,0.956473,0.897263,1.780275,1.814245,1.977846,0.703591,0.734407,0.766459,0.714045,0.740061,0.764631
1337.0,1.200000,1.400000,1.273121,0.956468,0.897254,1.780354,1.814545,1.978267,0.703980,0.734612,0.766392,0.714504,0.740236,0.764574
1337.5,1.200000,1.400000,1.273649,0.956462,0.897246,1.780431,1.814847,1.978686,0.704363,0.734817,0.766325,0.714921,0.740409,0.764514
1338.0,1.200000,1.400000,1.274176,0.956457,0.897238,1.780508,1.815151,1.979102,0.704738,0.735020,0.766257,0.715297,0.740580,0.764452
1338.5,1.200000,1.400000,1.274700,0.956451,0.897231,1.780585,1.815458,1.979516,0.705105,0.735222,0.766189,0.715634,0.740749,0.764387
1339.0,1.200000,1.400000,1.275222,0.956446,0.897224,1.780661,1.815766,1.979927,0.705464,0.735422,0.766121,0.715934,0.740916,0.764321
1339.5,1.200000,1.400000,1.275742,0.956441,0.897217,1.780736,1.816077,1.980336,0.705814,0.735621,0.766052,0.716198,0.741082,0.764252
1340.0,1.200000,1.400000,1.276260,0.956435,0.897211,1.780812,1.816390,1.980743,0.706156,0.735819,0.765983,0.716430,0.741246,0.764182
1340.5,1.200000,1.400000,1.276775,0.956430,0.897205,1.780888,1.816704,1.981148,0.706490,0.736015,0.765914,0.716632,0.741408,0.764110
1341.0,1.200000,1.400000,1.277289,0.956424,0.897199,1.780964,1.817021,1.981550,0.706815,0.736210,0.765844,0.716809,0.741568,0.764036
1341.5,1.200000,1.400000,1.277800,0.956419,0.897193,1.781041,1.817341,1.981950,0.707132,0.736404,0.765774,0.716961,0.741727,0.763962
1342.0,1.200000,1.400000,1.278309,0.956413,0.897188,1.781118,1.817662,1.982348,0.707442,0.736596,0.765704,0.717094,0.741885,0.763886
1342.5,1.200000,1.400000,1.278816,0.956408,0.897182,1.781197,1.817985,1.982744,0.707744,0.736787,0.765633,0.717209,0.742041,0.763810
1343.0,1.200000,1.400000,1.279321,0.956403,0.897177,1.781276,1.818310,1.983137,0.708038,0.736977,0.765563,0.717311,0.742196,0.763734
1343.5,1.200000,1.400000,1.279824,0.956397,0.897172,1.781357,1.818638,1.983529,0.708326,0.737166,0.765492,0.717402,0.742349,0.763657
1344.0,1.200000,1.400000,1.280325,0.956392,0.897168,1.781439,1.818967,1.983919,0.708608,0.737353,0.765421,0.717484,0.742502,0.763579
1344.5,1.200000,1.400000,1.280823,0.956386,0.897163,1.781523,1.819298,1.984306,0.708883,0.737539,0.765350,0.717562,0.742653,0.763502
1345.0,1.200000,1.400000,1.281320,0.956381,0.897159,1.781608,1.819632,1.984692,0.709154,0.737724,0.765278,0.717636,0.742803,0.763425
1345.5,1.200000,1.400000,1.281814,0.956375,0.897155,1.781694,1.819967,1.985076,0.709420,0.737907,0.765207,0.717711,0.742952,0.763349
1346.0,1.200000,1.400000,1.282307,0.956370,0.897151,1.781783,1.820305,1.985457,0.709682,0.738089,0.765136,0.717787,0.743101,0.763273
1346.5,1.200000,1.400000,1.282797,0.956364,0.897148,1.781873,1.820644,1.985837,0.709940,0.738271,0.765065,0.717867,0.743248,0.763197
1347.0,1.200000,1.400000,1.283286,0.956359,0.897144,1.781965,1.820985,1.986215,0.710194,0.738451,0.764993,0.717952,0.743394,0.763122
