controller,min_do,max_abs_error,recovery_time_s,iae_after_dist,air_command_integral,air_command_energy
串级 PID,1.78292430361765,0.217075696382348,448.5,66.7898175642335,857.317170478476,613.419031982184
普通前馈 + 串级 PID,1.81839047927527,0.181609520724732,240,36.4750738647585,868.084895044739,628.317818888448
