time_s,q_in_norm,c_in_norm,load_disturbance_mgL,do_cascade,do_feedforward_cascade,air_sp_cascade,air_sp_feedforward_cascade,air_flow_cascade,air_flow_feedforward_cascade,blower_u_cascade,blower_u_feedforward_cascade,feedforward_air_base
1567,1.2,1.4,-0.88,1.92140361067954,2.00495995670213,0.726732734797995,0.728308603902481,0.726722165351365,0.728353491890145,0.726984067267127,0.727774965396764,0.68749521343949
1567.5,1.2,1.4,-0.88,1.92168688841057,2.00505267595537,0.726741099316073,0.728288762274281,0.726730995877209,0.728333574719037,0.72698708112668,0.727755976756913,0.687495281818926
1568,1.2,1.4,-0.88,1.92196960723876,2.00514489572151,0.726749276950016,0.728268952667471,0.726739627810666,0.728313689575024,0.726989953880918,0.727737020398636,0.687495349221512
1568.5,1.2,1.4,-0.88,1.92225176694873,2.0052366177281,0.72675727094057,0.728249175089664,0.726748063385253,0.728293836466452,0.726992695048277,0.727718096317853,0.687495415661205
1569,1.2,1.4,-0.88,1.92253336726785,2.00532784369835,0.726765084616459,0.728229429548045,0.726756305066506,0.728274015401241,0.726995313822845,0.727699204510143,0.687495481151759
1569.5,1.2,1.4,-0.88,1.92281440786652,2.00541857535116,0.726772721360119,0.728209716049385,0.726764355529641,0.728254226386893,0.726997818960556,0.727680344970787,0.687495545706734
1570,1.2,1.4,-0.88,1.92309488835923,2.00550881440109,0.726780184573696,0.72819003460004,0.726772217634504,0.728234469430488,0.727000218675544,0.727661517694746,0.687495609339495
1570.5,1.2,1.4,-0.88,1.92337480830643,2.00559856255841,0.726787477645726,0.728170385205963,0.726779894398273,0.728214744538695,0.727002520547575,0.7276427226767,0.687495672063217
1571,1.2,1.4,-0.88,1.92365416721712,2.00568782152905,0.726794603919221,0.7281507678727,0.726787388966423,0.728195051717773,0.727004731442764,0.727623959911023,0.687495733890885
1571.5,1.2,1.4,-0.88,1.9239329645521,2.00577659301465,0.726801566661528,0.728131182605399,0.726794704582473,0.728175390973573,0.727006857447926,0.727605229391795,0.687495794835301
1572,1.2,1.4,-0.88,1.92421119972772,2.00586487871253,0.726808369036525,0.728111629408809,0.726801844557055,0.728155762311548,0.727008903819926,0.727586531112803,0.687495854909082
1572.5,1.2,1.4,-0.88,1.92448887212028,2.00595268031574,0.726815014079589,0.728092108287283,0.72680881223684,0.728136165736747,0.727010874950618,0.727567865067523,0.687495914124667
1573,1.2,1.4,-0.88,1.92476598107064,2.00603999951299,0.726821504675742,0.728072619244782,0.726815610973871,0.728116601253826,0.72701277434776,0.72754923124913,0.687495972494314
1573.5,1.2,1.4,-0.88,1.92504252588931,2.00612683798874,0.726827843541352,0.728053162284875,0.726822244095819,0.728097068867049,0.727014604632318,0.727530629650501,0.68749603003011
1574,1.2,1.4,-0.88,1.92531850586158,2.00621319742311,0.726834033209528,0.728033737410751,0.72682871487767,0.728077568580288,0.727016367551342,0.727512060264227,0.687496086743966
1574.5,1.2,1.4,-0.88,1.92559392025289,2.00629907949199,0.72684007601953,0.728014344625219,0.726835026515298,0.728058100397032,0.727018064006505,0.727493523082619,0.687496142647623
1575,1.2,1.4,-0.88,1.92586876831406,2.00638448586696,0.726845974110332,0.727994983930697,0.726841182101378,0.728038664320386,0.727019694097714,0.727475018097652,0.687496197752657
1575.5,1.2,1.4,-0.88,1.92614304928649,2.00646941821532,0.726851729418166,0.727975655329235,0.726847184603991,0.728019260353075,0.727021257179763,0.727456545301043,0.687496252070476
1576,1.2,1.4,-0.88,1.92641676240715,2.00655387820012,0.726857343678155,0.727956358822516,0.726853036848242,0.727999888497447,0.727022751931515,0.727438104684247,0.687496305612327
1576.5,1.2,1.4,-0.88,1.92668990691327,2.00663786748012,0.726862818429933,0.727937094411842,0.726858741501172,0.727980548755478,0.727024176436132,0.727419696238381,0.687496358389293
1577,1.2,1.4,-0.88,1.92696248204664,2.00672138770984,0.726868155026745,0.727917862098143,0.72686430106011,0.727961241128771,0.727025528269332,0.727401319954257,0.687496410412303
1577.5,1.2,1.4,-0.88,1.92723448705748,2.00680444053953,0.726873354648113,0.727898661882008,0.726869717844622,0.727941965618563,0.727026804595453,0.727382975822518,0.687496461692128
1578,1.2,1.4,-0.88,1.92750592120786,2.00688702761519,0.726878418315315,0.727879493763638,0.726874993992048,0.727922722225724,0.727028002267423,0.727364663833394,0.687496512239383
1578.5,1.2,1.4,-0.88,1.92777678377451,2.00696915057857,0.726883346909535,0.727860357742887,0.726880131456642,0.727903510950763,0.72702911792984,0.727346383976897,0.687496562064535
1579,1.2,1.4,-0.88,1.92804707405106,2.00705081106718,0.726888141192069,0.727841253819264,0.726885132012161,0.727884331793831,0.727030148122232,0.727328136242798,0.687496611177899
1579.5,1.2,1.4,-0.88,1.92831679134976,2.00713201071431,0.726892801826055,0.72782218199191,0.726889997257765,0.727865184754721,0.727031089380266,0.727309920620535,0.687496659589643
1580,1.2,1.4,-0.88,1.92858593500253,2.00721275114898,0.726897329399304,0.727803142259629,0.726894728626949,0.727846069832874,0.727031938333309,0.727291737099324,0.687496707309791
1580.5,1.2,1.4,-0.88,1.92885450436145,2.00729303399602,0.726901724447588,0.727784134620881,0.726899327399248,0.727826987027382,0.727032691795897,0.72727358566812,0.687496754348222
1581,1.2,1.4,-0.88,1.92912249879865,2.00737286087602,0.726905987477894,0.727765159073766,0.726903794714324,0.727807936336988,0.727033346851526,0.727255466315542,0.687496800714676
1581.5,1.2,1.4,-0.88,1.92938991770573,2.00745223340535,0.726910118991189,0.727746215616063,0.726908131588095,0.727788917760089,0.727033900927461,0.727237379030032,0.687496846418752
1582,1.2,1.4,-0.88,1.92965676049265,2.00753115319618,0.726914119503984,0.727727304245214,0.726912338930436,0.727769931294745,0.72703435185832,0.727219323799767,0.687496891469913
1582.5,1.2,1.4,-0.88,1.92992302658615,2.00760962185646,0.726917989568598,0.727708424958318,0.72691641756405,0.727750976938675,0.727034697938865,0.727201300612628,0.687496935877486
1583,1.2,1.4,-0.88,1.93018871542788,2.00768764098995,0.726921729791363,0.727689577752149,0.726920368244037,0.727732054689261,0.72703493796366,0.727183309456279,0.687496979650665
1583.5,1.2,1.4,-0.88,1.9304538264721,2.00776521219622,0.72692534084869,0.727670762623157,0.726924191677716,0.727713164543557,0.727035071254417,0.727165350318134,0.687497022798512
1584,1.2,1.4,-0.88,1.9307183591833,2.00784233707063,0.726928823500551,0.727651979567468,0.726927888544259,0.727694306498284,0.727035097673992,0.727147423185365,0.687497065329962
1584.5,1.2,1.4,-0.88,1.93098231303349,2.00791901720437,0.726932178601269,0.727633228580892,0.72693145951371,0.727675480549839,0.727035017627796,0.727129528044936,0.68749710725382
1585,1.2,1.4,-0.88,1.93124568749952,2.00799525418444,0.726935407107352,0.727614509658912,0.726934905265,0.727656686694295,0.727034832052417,0.727111664883516,0.687497148578765
1585.5,1.2,1.4,-0.88,1.93150848206036,2.00807104959368,0.726938510082424,0.727595822796696,0.726938226502593,0.727637924927404,0.727034542392773,0.727093833687549,0.687497189313354
1586,1.2,1.4,-0.88,1.93177069619439,2.00814640501075,0.726941488699147,0.727577167989118,0.726941423971448,0.727619195244601,0.72703415056826,0.727076034443319,0.687497229466021
1586.5,1.2,1.4,-0.88,1.9320323293769,2.00822132201014,0.726944344238194,0.727558545230718,0.726944498470035,0.727600497641006,0.727033658929048,0.727058267136764,0.687497269045077
1587,1.2,1.4,-0.88,1.9322933810777,2.00829580216221,0.726947078084426,0.727539954515753,0.726947450861165,0.72758183211143,0.727033070203949,0.727040531753708,0.687497308058719
1587.5,1.2,1.4,-0.88,1.93255385075905,2.00836984703314,0.726949691720415,0.727521395838162,0.726950282080498,0.727563198650371,0.727032387441156,0.727022828279668,0.687497346515023
1588,1.2,1.4,-0.88,1.93281373787387,2.00844345818497,0.726952186717543,0.727502869191593,0.726952993142597,0.727544597252025,0.72703161394345,0.727005156699995,0.687497384421951
1588.5,1.2,1.4,-0.88,1.93307304186424,2.00851663717561,0.726954564724941,0.727484374569396,0.726955585144489,0.727526027910284,0.727030753199352,0.726987516999803,0.687497421787352
1589,1.2,1.4,-0.88,1.93333176216038,2.00858938555883,0.726956827456531,0.727465911964625,0.726958059266731,0.727507490618741,0.727029808811756,0.726969909163981,0.687497458618961
1589.5,1.2,1.4,-0.88,1.9335898981799,2.00866170488426,0.72695897667656,0.727447481370038,0.726960416772035,0.72748898537069,0.727028784425854,0.726952333177199,0.687497494924405
1590,1.2,1.4,-0.88,1.93384744932761,2.00873359669742,0.726961014183911,0.727429082778107,0.726962659001554,0.72747051215913,0.727027683657605,0.726934789023906,0.687497530711199
1590.5,1.2,1.4,-0.88,1.93410441499566,2.00880506253972,0.726962941795549,0.727410716181022,0.726964787368978,0.727452070976771,0.727026510024279,0.72691727668837,0.687497565986753
1591,1.2,1.4,-0.88,1.93436079456408,2.00887610394842,0.726964761329513,0.727392381570675,0.726966803352632,0.727433661816032,0.727025266878596,0.726899796154589,0.687497600758371
1591.5,1.2,1.4,-0.88,1.93461658740187,2.00894672245673,0.726966474587774,0.727374078938693,0.726968708485797,0.727415284669045,0.727023957347567,0.726882347406416,0.687497635033252
1592,1.2,1.4,-0.88,1.93487179286829,2.00901691959371,0.726968083339215,0.72735580827641,0.726970504345493,0.727396939527658,0.727022584276702,0.726864930427441,0.687497668818491
1592.5,1.2,1.4,-0.88,1.9351264103147,2.00908669688435,0.726969589303305,0.727337569574885,0.726972192540031,0.727378626383438,0.727021150181617,0.726847545201057,0.687497702121084
1593,1.2,1.4,-0.88,1.93538043908658,2.00915605584954,0.726970994134396,0.727319362824922,0.726973774695568,0.727360345227674,0.727019657206138,0.726830191710529,0.687497734947925
1593.5,1.2,1.4,-0.88,1.935633878526,2.00922499800612,0.726972299407333,0.727301188017018,0.726975252442025,0.727342096051378,0.72701810708927,0.726812869938771,0.687497767305812
1594,1.2,1.4,-0.88,1.93588672797417,2.00929352486681,0.726973506604275,0.72728304514142,0.72697662739862,0.727323878845284,0.727016501139886,0.72679557986858,0.687497799201443
1594.5,1.2,1.4,-0.88,1.93613898677439,2.00936163794029,0.726974617103156,0.727264934188119,0.726977901159346,0.727305693599862,0.727014840220389,0.726778321482601,0.687497830641423
1595,1.2,1.4,-0.88,1.93639065427498,2.00942933873116,0.726975632167841,0.727246855146804,0.72697907527866,0.727287540305303,0.727013124738777,0.726761094763112,0.68749786163226
1595.5,1.2,1.4,-0.88,1.93664172983247,2.00949662873997,0.726976552940159,0.72722880800694,0.726980151257679,0.727269418951539,0.727011354649242,0.726743899692381,0.68749789218037
1596,1.2,1.4,-0.88,1.93689221281471,2.00956350946323,0.726977380433938,0.727210792757704,0.726981130531128,0.727251329528233,0.727009529461154,0.726726736252344,0.687497922292079
1596.5,1.2,1.4,-0.88,1.93714210260413,2.00962998239338,0.72697811553102,0.727192809388028,0.726982014455279,0.727233272024785,0.727007648255656,0.726709604424803,0.687497951973621
1597,1.2,1.4,-0.88,1.9373913986008,2.00969604901885,0.726978758979369,0.727174857886572,0.726982804297092,0.727215246430336,0.727005709709672,0.726692504191308,0.687497981231141
1597.5,1.2,1.4,-0.88,1.93764010022554,2.00976171082401,0.726979311393171,0.72715693824176,0.726983501224738,0.727197252733767,0.727003712126452,0.726675435533281,0.687498010070696
1598,1.2,1.4,-0.88,1.93788820692281,2.00982696928922,0.726979773254956,0.727139050441746,0.726984106299649,0.727179290923705,0.727001653472078,0.726658398431894,0.687498038498257
1598.5,1.2,1.4,-0.88,1.93813571816342,2.00989182589082,0.726980144919601,0.727121194474447,0.726984620470227,0.72716136098852,0.726999531416996,0.726641392868172,0.687498066519711
1599,1.2,1.4,-0.88,1.93838263344704,2.00995628210114,0.726980426620149,0.727103370327512,0.726985044567282,0.727143462916332,0.726997343381853,0.726624418822866,0.687498094140858
1599.5,1.2,1.4,-0.88,1.93862895230446,2.01002033938849,0.726980618475318,0.727085577988366,0.726985379301263,0.727125596695009,0.726995086586722,0.726607476276645,0.687498121367417
1600,1.2,1.4,-0.88,1.93887467429955,2.01008399921719,0.726980720498443,0.727067817444174,0.726985625261303,0.727107762312173,0.726992758102452,0.726590565209919,0.687498148205025
1600.5,1.2,1.4,-0.88,1.93911979903092,2.01014726304757,0.726980732607788,0.727050088681869,0.726985782916046,0.727089959755199,0.726990354903618,0.726573685602953,0.687498174659239
1601,1.2,1.4,-0.88,1.93936432613324,2.01021013233597,0.726980654638013,0.727032391688127,0.726985852616249,0.727072189011218,0.726987873922131,0.726556837435762,0.687498200735536
1601.5,1.2,1.4,-0.88,1.93960825527823,2.01027260853475,0.72698048635247,0.727014726449406,0.726985834599041,0.727054450067119,0.726985312100017,0.726540020688259,0.687498226439314
1602,1.2,1.4,-0.88,1.93985158617531,2.01033469309228,0.726980227456226,0.726997092951917,0.726985728993774,0.727036742909553,0.726982666441026,0.726523235340137,0.687498251775895
1602.5,1.2,1.4,-0.88,1.9400943185719,2.01039638745299,0.726979877609542,0.726979491181629,0.726985535829318,0.72701906752493,0.726979934060089,0.726506481370873,0.687498276750525
1603,1.2,1.4,-0.88,1.94033645225336,2.01045769305733,0.726979436441514,0.726961921124292,0.726985255042656,0.727001423899427,0.726977112229463,0.726489758759824,0.687498301368375
1603.5,1.2,1.4,-0.88,1.94057798704261,2.0105186113418,0.726978903563711,0.726944382765425,0.726984886488608,0.726983812018985,0.726974198421211,0.726473067486167,0.687498325634541
1604,1.2,1.4,-0.88,1.94081892279946,2.01057914373897,0.726978278583517,0.726926876090303,0.726984429950491,0.726966231869313,0.726971190345102,0.726456407528842,0.687498349554047
1604.5,1.2,1.4,-0.88,1.94105925941963,2.01063929167743,0.726977561116949,0.726909401083989,0.726983885151516,0.726948683435892,0.726968085981237,0.726439778866678,0.687498373131847
1605,1.2,1.4,-0.88,1.94129899683348,2.01069905658189,0.726976750800817,0.726891957731324,0.726983251766712,0.726931166703973,0.7269648836074,0.726423181478333,0.68749839637282
1605.5,1.2,1.4,-0.88,1.94153813500455,2.01075843987309,0.726975847303874,0.726874546016911,0.726982529435155,0.726913681658582,0.726961581819992,0.726406615342233,0.68749841928178
1606,1.2,1.4,-0.88,1.94177667392785,2.01081744296786,0.726974850336901,0.726857165925152,0.726981717772278,0.72689622828452,0.726958179548851,0.726390080436737,0.687498441863469
1606.5,1.2,1.4,-0.88,1.94201461362806,2.01087606727912,0.726973759661555,0.726839817440209,0.726980816382061,0.726878806566367,0.726954676065756,0.726373576739914,0.687498464122562
1607,1.2,1.4,-0.88,1.94225195415754,2.01093431421588,0.726972575097788,0.726822500546043,0.726979824868868,0.72686141648848,0.726951070986279,0.72635710422977,0.687498486063668
1607.5,1.2,1.4,-0.88,1.94248869559427,2.01099218518327,0.726971296529775,0.7268052152264,0.726978742848748,0.726844058035002,0.726947364265269,0.726340662884119,0.68749850769133
1608,1.2,1.4,-0.88,1.94272483803975,2.01104968158249,0.726969923910331,0.726787961464805,0.726977569960005,0.726826731189855,0.726943556186446,0.726324252680593,0.687498529010025
1608.5,1.2,1.4,-0.88,1.94296038161693,2.01110680481088,0.726968457263681,0.726770739244573,0.726976305872868,0.726809435936749,0.726939647345923,0.726307873596671,0.687498550024168
1609,1.2,1.4,-0.88,1.94319532646813,2.01116355626189,0.726966896686691,0.726753548548815,0.726974950298128,0.72679217225918,0.726935638630655,0.726291525609682,0.687498570738108
1609.5,1.2,1.4,-0.88,1.94342967275303,2.01121993732511,0.726965242348535,0.726736389360434,0.726973502994594,0.726774940140434,0.726931531192113,0.726275208696809,0.687498591156135
1610,1.2,1.4,-0.88,1.94366342064679,2.01127594938623,0.726963494488791,0.726719261662124,0.726971963775292,0.726757739563588,0.726927326415533,0.726258922835059,0.687498611282476
1610.5,1.2,1.4,-0.88,1.94389657033832,2.01133159382713,0.726961653414285,0.72670216543637,0.72697033251233,0.726740570511511,0.726923025886414,0.726242668001264,0.687498631121298
1611,1.2,1.4,-0.88,1.94412912202865,2.0113868720258,0.726959719494509,0.726685100665468,0.726968609140379,0.726723432966865,0.726918631353816,0.726226444172151,0.687498650676708
1611.5,1.2,1.4,-0.88,1.94436107592955,2.0114417853564,0.726957693156004,0.726668067331505,0.726966793658776,0.726706326912112,0.726914144692286,0.726210251324274,0.687498669952755
1612,1.2,1.4,-0.88,1.94459243226231,2.01149633518924,0.726955574875708,0.726651065416377,0.726964886132237,0.72668925232951,0.726909567862593,0.726194089434054,0.68749868895343
1612.5,1.2,1.4,-0.88,1.94482319125674,2.01155052289081,0.726953365173557,0.726634094901771,0.726962886690247,0.726672209201117,0.726904902872541,0.726177958477714,0.687498707682667
1613,1.2,1.4,-0.88,1.9450533531504,2.01160434982377,0.726951064604461,0.726617155769188,0.726960795525185,0.726655197508792,0.726900151738382,0.726161858431378,0.687498726144343
1613.5,1.2,1.4,-0.88,1.94528291818807,2.01165781734697,0.726948673749895,0.726600247999929,0.726958612889271,0.726638217234199,0.72689531644778,0.726145789270978,0.687498744342281
1614,1.2,1.4,-0.88,1.94551188662137,2.01171092681543,0.726946193209271,0.726583371575117,0.72695633909046,0.726621268358805,0.726890398924937,0.726129750972383,0.687498762280248
1614.5,1.2,1.4,-0.88,1.94574025870869,2.01176367958038,0.726943623591307,0.726566526475658,0.726953974487397,0.726604350863884,0.726885400998579,0.726113743511178,0.687498779961959
1615,1.2,1.4,-0.88,1.94596803471522,2.01181607698926,0.726940965505597,0.7265497126823,0.726951519483599,0.72658746473052,0.726880324373452,0.726097766862954,0.687498797391074
1615.5,1.2,1.4,-0.88,1.94619521491326,2.01186812038571,0.726938219554539,0.72653293017558,0.726948974521002,0.726570609939604,0.726875170605693,0.726081821003052,0.687498814571201
1616,1.2,1.4,-0.88,1.94642179958263,2.01191981110958,0.726935386325782,0.726516178935871,0.726946340073052,0.726553786471842,0.726869941082486,0.726065905906757,0.687498831505899
1616.5,1.2,1.4,-0.88,1.94664778901123,2.01197115049695,0.726932466385377,0.72649945894333,0.726943616637496,0.72653699430775,0.726864637006367,0.726050021549084,0.687498848198671
1617,1.2,1.4,-0.88,1.94687318349577,2.01202213988014,0.726929460271735,0.726482770177972,0.726940804729056,0.726520233427662,0.726859259384296,0.726034167905087,0.687498864652976
1617.5,1.2,1.4,-0.88,1.94709798334251,2.0120727805877,0.726926368490509,0.726466112619596,0.72693790487214,0.726503503811723,0.726853809021587,0.726018344949518,0.687498880872219
1618,1.2,1.4,-0.88,1.94732218886814,2.01212307394442,0.726923191510438,0.726449486247833,0.72693491759375,0.726486805439901,0.726848286520454,0.726002552657052,0.687498896859759
1618.5,1.2,1.4,-0.88,1.94754580040067,2.01217302127136,0.726919929760295,0.72643289104215,0.726931843416739,0.726470138291981,0.726842692283404,0.725986791002286,0.687498912618905
1619,1.2,1.4,-0.88,1.9477688182803,2.01222262388581,0.726916583626932,0.726416326981816,0.72692868285355,0.726453502347567,0.726837026521057,0.725971059959582,0.687498928152921
1619.5,1.2,1.4,-0.88,1.94799124286032,2.01227188310136,0.726913153454393,0.726399794045937,0.726925436400562,0.726436897586089,0.726831289263913,0.725955359503231,0.687498943465022
1620,1.2,1.4,-0.88,1.94821307450795,2.01232080022785,0.726909639544191,0.726383292213446,0.726922104533148,0.726420323986799,0.726825480378142,0.725939689607386,0.687498958558379
1620.5,1.2,1.4,-0.88,1.94843431360508,2.0123693765714,0.726906042156533,0.726366821463097,0.726918687701515,0.726403781528774,0.726819599584181,0.725924050246036,0.687498973436117
1621,1.2,1.4,-0.88,1.94865496054898,2.01241761343444,0.726902361512664,0.72635038177347,0.726915186327418,0.726387270190916,0.726813646478579,0.725908441393041,0.687498988101315
1621.5,1.2,1.4,-0.88,1.94887501575286,2.01246551211566,0.726898597798065,0.726333973122988,0.726911600801763,0.726370789951958,0.72680762055777,0.725892863022163,0.68749900255701
1622,1.2,1.4,-0.88,1.94909447964627,2.01251307391009,0.726894751166528,0.726317595489901,0.72690793148316,0.72635434079046,0.726801521243671,0.725877315107032,0.687499016806196
1622.5,1.2,1.4,-0.88,1.94931335267548,2.01256030010905,0.726890821744889,0.726301248852289,0.726904178697389,0.726337922684816,0.726795347910046,0.725861797621124,0.687499030851822
1623,1.2,1.4,-0.88,1.94953163530355,2.01260719200016,0.726886809638519,0.726284933188067,0.726900342737809,0.726321535613248,0.726789099909986,0.725846310537788,0.687499044696796
1623.5,1.2,1.4,-0.88,1.9497493280104,2.0126537508674,0.726882714937139,0.726268648474985,0.726896423866635,0.726305179553815,0.726782776602586,0.725830853830253,0.687499058343984
1624,1.2,1.4,-0.88,1.94996643129258,2.01269997799105,0.726878537721094,0.726252394690641,0.726892422317062,0.726288854484409,0.72677637737944,0.725815427471656,0.687499071796213
1624.5,1.2,1.4,-0.88,1.95018294566298,2.01274587464774,0.726874278067882,0.726236171812456,0.726888338296164,0.726272560382761,0.726769901690132,0.725800031434953,0.687499085056267
1625,1.2,1.4,-0.88,1.95039887165034,2.01279144211045,0.726869936058678,0.726219979817709,0.726884171988481,0.726256297226437,0.726763349065659,0.725784665693043,0.687499098126892
1625.5,1.2,1.4,-0.88,1.95061420979862,2.01283668164849,0.726865511784903,0.726203818683498,0.726879923560205,0.726240064992843,0.726756719140219,0.725769330218614,0.687499111010794
1626,1.2,1.4,-0.88,1.95082896066619,2.01288159452756,0.726861005354618,0.726187688386781,0.726875593163882,0.726223863659225,0.726750011670508,0.725754024984304,0.687499123710639
1626.5,1.2,1.4,-0.88,1.95104312482496,2.0129261820097,0.726856416898627,0.726171588904361,0.726871180943494,0.726207693202672,0.726743226552257,0.725738749962637,0.687499136229059
1627,1.2,1.4,-0.88,1.9512567028593,2.01297044535334,0.726851746576195,0.726155520212874,0.726866687039841,0.726191553600115,0.726736363833892,0.725723505125959,0.687499148568644
1627.5,1.2,1.4,-0.88,1.95146969536497,2.01301438581329,0.726846994580307,0.726139482288817,0.726862111596083,0.72617544482833,0.726729423727094,0.725708290446572,0.687499160731949
1628,1.2,1.4,-0.88,1.95168210294784,2.01305800464074,0.726842161142325,0.726123475108518,0.726857454763349,0.726159366863938,0.726722406614069,0.725693105896571,0.687499172721492
1628.5,1.2,1.4,-0.88,1.95189392622265,2.01310130308328,0.726837246536006,0.726107498648175,0.726852716706288,0.726143319683408,0.726715313051526,0.725677951448039,0.687499184539757
1629,1.2,1.4,-0.88,1.95210516581167,2.0131442823849,0.726832251080806,0.726091552883819,0.726847897608456,0.726127303263057,0.726708143771326,0.725662827072857,0.687499196189189
1629.5,1.2,1.4,-0.88,1.95231582234332,2.01318694378599,0.726827175144483,0.726075637791348,0.726842997677447,0.72611131757905,0.726700899678169,0.725647732742865,0.6874992076722
1630,1.2,1.4,-0.88,1.95252589645082,2.01322928852339,0.726822019144831,0.726059753346499,0.726838017149659,0.726095362607406,0.726693581843814,0.725632668429731,0.687499218991169
1630.5,1.2,1.4,-0.88,1.95273538877086,2.01327131783033,0.726816783550678,0.726043899524869,0.726832956294626,0.726079438323993,0.726686191498661,0.725617634105026,0.687499230148438
1631,1.2,1.4,-0.88,1.95294429994223,2.01331303293648,0.726811468882077,0.726028076301917,0.726827815418825,0.726063544704535,0.726678730020622,0.725602629740248,0.687499241146317
1631.5,1.2,1.4,-0.88,1.9531526306046,2.01335443506796,0.726806075709642,0.726012283652956,0.726822594868909,0.726047681724609,0.72667119892133,0.72558765530676,0.687499251987084
1632,1.2,1.4,-0.88,1.9533603813973,2.01339552544732,0.726800604653198,0.725996521553149,0.726817295034295,0.726031849359649,0.726663599830505,0.725572710775799,0.687499262672983
1632.5,1.2,1.4,-0.88,1.95356755295819,2.01343630529357,0.726795056379671,0.725980789977531,0.726811916349101,0.726016047584945,0.726655934478467,0.725557796118531,0.687499273206226
1633,1.2,1.4,-0.88,1.95377414592267,2.0134767758222,0.726789431600259,0.725965088900982,0.726806459293362,0.726000276375646,0.72664820467694,0.725542911305964,0.687499283588994
1633.5,1.2,1.4,-0.88,1.95398016092276,2.01351693824512,0.726783731067057,0.725949418298263,0.726800924393557,0.72598453570676,0.726640412299196,0.725528056309071,0.687499293823437
1634,1.2,1.4,-0.88,1.95418559858631,2.01355679377077,0.726777955569074,0.725933778143985,0.72679531222241,0.725968825553157,0.726632559259142,0.725513231098669,0.687499303911674
1634.5,1.2,1.4,-0.88,1.95439045953636,2.01359634360403,0.726772105927822,0.725918168412624,0.726789623398007,0.725953145889568,0.726624647490345,0.725498435645479,0.687499313855793
1635,1.2,1.4,-0.88,1.95459474439062,2.01363558894628,0.726766182992522,0.725902589078526,0.726783858582244,0.725937496690586,0.726616678925108,0.725483669920129,0.687499323657853
1635.5,1.2,1.4,-0.88,1.95479845376103,2.01367453099541,0.726760187634987,0.725887040115903,0.726778018478631,0.725921877930672,0.726608655473846,0.725468933893156,0.687499333319884
1636,1.2,1.4,-0.88,1.95500158825361,2.01371317094581,0.726754120744369,0.725871521498831,0.726772103829528,0.725906289584149,0.726600579005549,0.725454227534974,0.687499342843885
1636.5,1.2,1.4,-0.88,1.95520414846826,2.01375150998837,0.726747983221744,0.725856033201257,0.726766115412848,0.725890731625207,0.726592451329124,0.725439550815904,0.68749935223183
1637,1.2,1.4,-0.88,1.95540613499884,2.01378954931049,0.726741775974773,0.725840575197001,0.726760054038304,0.725875204027906,0.726584274176538,0.725424903706183,0.687499361485661
1637.5,1.2,1.4,-0.88,1.95560754843327,2.01382729009613,0.726735499912426,0.725825147459747,0.72675392054328,0.725859706766174,0.726576049187559,0.725410286175923,0.687499370607294
1638,1.2,1.4,-0.88,1.95580838935385,2.01386473352575,0.726729155939859,0.725809749963055,0.726747715788382,0.725844239813806,0.726567777896364,0.725395698195152,0.687499379598619
1638.5,1.2,1.4,-0.88,1.95600865833756,2.01390188077636,0.726722744953636,0.725794382680361,0.726741440652791,0.725828803144473,0.726559461720638,0.72538113973381,0.687499388461496
1639,1.2,1.4,-0.88,1.9562083559566,2.01393873302153,0.726716267837271,0.725779045584975,0.726735096029461,0.725813396731716,0.72655110195289,0.725366610761752,0.68749939719776
1639.5,1.2,1.4,-0.88,1.95640748277889,2.01397529143137,0.726709725457213,0.725763738650081,0.726728682820289,0.725798020548949,0.726542699754303,0.725352111248714,0.687499405809221
1640,1.2,1.4,-0.88,1.95660603936867,2.01401155717254,0.726703118659252,0.725748461848725,0.726722201931307,0.72578267456946,0.726534256150835,0.725337641164288,0.68749941429766
1640.5,1.2,1.4,-0.88,1.95680402628723,2.0140475314083,0.72669644826558,0.725733215153862,0.726715654268009,0.725767358766415,0.726525772032354,0.725323200478111,0.687499422664837
1641,1.2,1.4,-0.88,1.95700144409355,2.01408321529847,0.726689715072316,0.725717998538299,0.726709040730868,0.725752073112855,0.726517248153785,0.725308789159605,0.687499430912482
1641.5,1.2,1.4,-0.88,1.95719829334505,2.01411860999944,0.726682919847663,0.725702811974726,0.726702362211131,0.725736817581697,0.726508685138775,0.725294407178116,0.687499439042303
1642,1.2,1.4,-0.88,1.95739457459834,2.01415371666421,0.726676063330723,0.725687655435729,0.726695619586955,0.725721592145739,0.726500083485839,0.725280054502971,0.687499447055985
1642.5,1.2,1.4,-0.88,1.9575902884099,2.01418853644238,0.726669146230828,0.725672528893765,0.726688813719927,0.72570639677766,0.726491443576125,0.725265731103353,0.687499454955185
1643,1.2,1.4,-0.88,1.95778543533682,2.01422307048014,0.726662169227542,0.725657432321168,0.726681945452042,0.725691231450016,0.72648276568338,0.725251436948335,0.68749946274154
1643.5,1.2,1.4,-0.88,1.95798001593743,2.01425731992029,0.726655132971228,0.725642365690165,0.726675015603155,0.725676096135247,0.726474049985416,0.725237172006942,0.68749947041666
1644,1.2,1.4,-0.88,1.95817403077194,2.01429128590228,0.726648038084103,0.725627328972869,0.726668024968942,0.725660990805676,0.726465296576752,0.725222936248125,0.687499477982137
